Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined
EURO FX - CHICAGO MERCANTILE EXCHANGE,111115,2011-11-15,099741,CME,00,099,244552.000000,93935.000000,39429.000000,100.000000,42802.000000,31319.000000,8914.000000,59834.000000,86885.000000,1280.000000,6056.000000,12670.000000,280.000000,213201.000000,180877.000000,31351.000000,63675.000000,13107.000000,7359.000000,-9915.000000,-60.000000,930.000000,-1725.000000,260.000000,7151.000000,19262.000000,-562.000000,51.000000,660.000000,-631.000000,14498.000000,7289.000000,-1391.000000,5818.000000,100.000000,38.400000,16.100000,0.000000,17.500000,12.800000,3.600000,24.500000,35.500000,0.500000,2.500000,5.200000,0.100000,87.200000,74.000000,12.800000,26.000000,177,26,11,4,16,22,12,28,53,14,5,16,,85,124,44.000000,25.200000,54.500000,34.700000,41.500000,25.200000,51.800000,33.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,111122,2011-11-22,099741,CME,00,099,260064.000000,98400.000000,47374.000000,67.000000,48335.000000,32112.000000,8899.000000,62727.000000,90056.000000,3449.000000,6015.000000,12669.000000,938.000000,228830.000000,195564.000000,31234.000000,64500.000000,15512.000000,4465.000000,7945.000000,-33.000000,5533.000000,793.000000,-15.000000,2893.000000,3171.000000,2169.000000,-41.000000,-1.000000,658.000000,15629.000000,14687.000000,-117.000000,825.000000,100.000000,37.800000,18.200000,0.000000,18.600000,12.300000,3.400000,24.100000,34.600000,1.300000,2.300000,4.900000,0.400000,88.000000,75.200000,12.000000,24.800000,175,26,12,,16,22,12,28,49,15,6,16,4,89,120,44.200000,26.800000,54.700000,36.800000,41.900000,26.800000,52.300000,36.300000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,111129,2011-11-29,099741,CME,00,099,277511.000000,101801.000000,55757.000000,583.000000,64442.000000,32138.000000,2853.000000,69316.000000,108084.000000,3283.000000,5728.000000,11768.000000,465.000000,248471.000000,214931.000000,29040.000000,62580.000000,17447.000000,3401.000000,8383.000000,516.000000,16107.000000,26.000000,-6046.000000,6589.000000,18028.000000,-166.000000,-287.000000,-901.000000,-473.000000,19641.000000,19367.000000,-2194.000000,-1920.000000,100.000000,36.700000,20.100000,0.200000,23.200000,11.600000,1.000000,25.000000,38.900000,1.200000,2.100000,4.200000,0.200000,89.500000,77.400000,10.500000,22.600000,180,24,13,6,17,21,10,23,61,15,5,16,,86,128,47.800000,22.100000,58.900000,34.000000,47.700000,22.100000,58.900000,33.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,111206,2011-12-06,099741,CME,00,099,283309.000000,100514.000000,59830.000000,6936.000000,57161.000000,32936.000000,3659.000000,66525.000000,104430.000000,3712.000000,14223.000000,13298.000000,1108.000000,253838.000000,225909.000000,29471.000000,57400.000000,5798.000000,-1287.000000,4073.000000,6353.000000,-7281.000000,798.000000,806.000000,-2791.000000,-3654.000000,429.000000,8495.000000,1530.000000,643.000000,5367.000000,10978.000000,431.000000,-5180.000000,100.000000,35.500000,21.100000,2.400000,20.200000,11.600000,1.300000,23.500000,36.900000,1.300000,5.000000,4.700000,0.400000,89.600000,79.700000,10.400000,20.300000,180,22,16,7,17,22,10,26,51,16,7,19,4,90,127,45.500000,24.600000,57.200000,36.000000,45.300000,24.600000,57.000000,34.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,111213,2011-12-13,099741,CME,00,099,327740.000000,109062.000000,57504.000000,16708.000000,50842.000000,32802.000000,5886.000000,77262.000000,124484.000000,19053.000000,15312.000000,10219.000000,1404.000000,295529.000000,268060.000000,32211.000000,59680.000000,44431.000000,8548.000000,-2326.000000,9772.000000,-6319.000000,-134.000000,2227.000000,10737.000000,20054.000000,15341.000000,1089.000000,-3079.000000,296.000000,41691.000000,42151.000000,2740.000000,2280.000000,100.000000,33.300000,17.500000,5.100000,15.500000,10.000000,1.800000,23.600000,38.000000,5.800000,4.700000,3.100000,0.400000,90.200000,81.800000,9.800000,18.200000,179,22,14,9,15,20,11,24,62,18,7,15,,88,132,39.900000,26.100000,53.800000,35.300000,38.900000,25.300000,51.900000,33.000000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,111220,2011-12-20,099741,CME,00,099,266597.000000,118045.000000,24067.000000,152.000000,51325.000000,33249.000000,4263.000000,50187.000000,134988.000000,909.000000,14330.000000,12161.000000,162.000000,239373.000000,209951.000000,27224.000000,56646.000000,-61143.000000,8983.000000,-33437.000000,-16556.000000,483.000000,447.000000,-1623.000000,-27075.000000,10504.000000,-18144.000000,-982.000000,1942.000000,-1242.000000,-56156.000000,-58109.000000,-4987.000000,-3034.000000,100.000000,44.300000,9.000000,0.100000,19.300000,12.500000,1.600000,18.800000,50.600000,0.300000,5.400000,4.600000,0.100000,89.800000,78.800000,10.200000,21.200000,165,22,8,,15,18,9,26,56,9,6,14,,79,107,41.300000,32.200000,57.200000,39.900000,40.900000,32.200000,56.800000,39.800000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,111227,2011-12-27,099741,CME,00,099,276022.000000,122475.000000,27029.000000,155.000000,49677.000000,32557.000000,4724.000000,57998.000000,144008.000000,985.000000,14330.000000,12138.000000,162.000000,250506.000000,221758.000000,25516.000000,54264.000000,9425.000000,4430.000000,2962.000000,3.000000,-1648.000000,-692.000000,461.000000,7811.000000,9020.000000,76.000000,0.000000,-23.000000,0.000000,11133.000000,11807.000000,-1708.000000,-2382.000000,100.000000,44.400000,9.800000,0.100000,18.000000,11.800000,1.700000,21.000000,52.200000,0.400000,5.200000,4.400000,0.100000,90.800000,80.300000,9.200000,19.700000,170,22,10,,15,18,10,24,60,9,6,15,,77,116,43.000000,32.400000,57.500000,39.900000,42.700000,32.400000,57.100000,39.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120103,2012-01-03,099741,CME,00,099,282790.000000,119171.000000,26718.000000,719.000000,47953.000000,30666.000000,4652.000000,66673.000000,149926.000000,808.000000,14220.000000,13547.000000,162.000000,254358.000000,227198.000000,28432.000000,55592.000000,6768.000000,-3304.000000,-311.000000,564.000000,-1724.000000,-1891.000000,-72.000000,8675.000000,5918.000000,-177.000000,-110.000000,1409.000000,0.000000,3852.000000,5440.000000,2916.000000,1328.000000,100.000000,42.100000,9.400000,0.300000,17.000000,10.800000,1.600000,23.600000,53.000000,0.300000,5.000000,4.800000,0.100000,89.900000,80.300000,10.100000,19.700000,182,23,10,6,16,17,10,30,63,11,6,17,,85,125,46.200000,31.300000,57.600000,39.200000,45.900000,31.300000,57.300000,39.200000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120110,2012-01-10,099741,CME,00,099,294263.000000,131060.000000,27996.000000,420.000000,50563.000000,31858.000000,4878.000000,68102.000000,155989.000000,1032.000000,6449.000000,13864.000000,162.000000,262666.000000,236199.000000,31597.000000,58064.000000,11473.000000,11889.000000,1278.000000,-299.000000,2610.000000,1192.000000,226.000000,1429.000000,6063.000000,224.000000,-7771.000000,317.000000,0.000000,8308.000000,9001.000000,3165.000000,2472.000000,100.000000,44.500000,9.500000,0.100000,17.200000,10.800000,1.700000,23.100000,53.000000,0.400000,2.200000,4.700000,0.100000,89.300000,80.300000,10.700000,19.700000,183,26,9,7,17,17,10,24,68,16,5,17,,88,129,47.500000,30.000000,59.300000,37.800000,47.100000,29.900000,58.900000,37.800000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120117,2012-01-17,099741,CME,00,099,300962.000000,135279.000000,32277.000000,409.000000,52274.000000,33087.000000,4905.000000,67707.000000,157917.000000,1106.000000,6019.000000,10843.000000,312.000000,268011.000000,240856.000000,32951.000000,60106.000000,6699.000000,4219.000000,4281.000000,-11.000000,1711.000000,1229.000000,27.000000,-395.000000,1928.000000,74.000000,-430.000000,-3021.000000,150.000000,5345.000000,4657.000000,1354.000000,2042.000000,100.000000,44.900000,10.700000,0.100000,17.400000,11.000000,1.600000,22.500000,52.500000,0.400000,2.000000,3.600000,0.100000,89.100000,80.000000,10.900000,20.000000,182,24,10,4,18,17,11,23,67,14,4,19,,84,129,48.600000,31.100000,60.600000,39.300000,48.200000,31.100000,60.200000,39.200000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120124,2012-01-24,099741,CME,00,099,315350.000000,143798.000000,34421.000000,604.000000,53651.000000,31848.000000,4878.000000,70651.000000,174171.000000,1578.000000,5995.000000,7386.000000,526.000000,281681.000000,255412.000000,33669.000000,59938.000000,14388.000000,8519.000000,2144.000000,195.000000,1377.000000,-1239.000000,-27.000000,2944.000000,16254.000000,472.000000,-24.000000,-3457.000000,214.000000,13670.000000,14556.000000,718.000000,-168.000000,100.000000,45.600000,10.900000,0.200000,17.000000,10.100000,1.500000,22.400000,55.200000,0.500000,1.900000,2.300000,0.200000,89.300000,81.000000,10.700000,19.000000,182,23,12,5,17,17,11,27,64,13,5,17,,87,126,48.500000,32.700000,60.900000,42.500000,48.100000,32.700000,60.600000,42.500000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120131,2012-01-31,099741,CME,00,099,305328.000000,132441.000000,38092.000000,695.000000,57576.000000,31232.000000,4275.000000,70584.000000,161936.000000,1724.000000,5337.000000,8299.000000,756.000000,273388.000000,247009.000000,31940.000000,58319.000000,-10022.000000,-11357.000000,3671.000000,91.000000,3925.000000,-616.000000,-603.000000,-67.000000,-12235.000000,146.000000,-658.000000,913.000000,230.000000,-8293.000000,-8403.000000,-1729.000000,-1619.000000,100.000000,43.400000,12.500000,0.200000,18.900000,10.200000,1.400000,23.100000,53.000000,0.600000,1.700000,2.700000,0.200000,89.500000,80.900000,10.500000,19.100000,181,23,14,4,17,16,11,23,66,14,4,18,,82,131,49.300000,32.000000,60.900000,40.400000,49.100000,32.000000,60.700000,40.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120207,2012-02-07,099741,CME,00,099,288657.000000,123263.000000,37986.000000,501.000000,60932.000000,30660.000000,4135.000000,59814.000000,145974.000000,1740.000000,5133.000000,9951.000000,756.000000,256274.000000,231703.000000,32383.000000,56954.000000,-16671.000000,-9178.000000,-106.000000,-194.000000,3356.000000,-572.000000,-140.000000,-10770.000000,-15962.000000,16.000000,-204.000000,1652.000000,0.000000,-17114.000000,-15306.000000,443.000000,-1365.000000,100.000000,42.700000,13.200000,0.200000,21.100000,10.600000,1.400000,20.700000,50.600000,0.600000,1.800000,3.400000,0.300000,88.800000,80.300000,11.200000,19.700000,177,24,13,6,15,16,9,24,62,17,,20,,84,128,46.600000,32.400000,58.700000,40.000000,46.500000,32.400000,58.700000,39.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120214,2012-02-14,099741,CME,00,099,291060.000000,128914.000000,36569.000000,507.000000,65440.000000,31967.000000,3527.000000,51873.000000,149048.000000,2461.000000,5293.000000,7444.000000,1091.000000,259106.000000,232614.000000,31954.000000,58446.000000,2403.000000,5651.000000,-1417.000000,6.000000,4508.000000,1307.000000,-608.000000,-7941.000000,3074.000000,721.000000,160.000000,-2507.000000,335.000000,2832.000000,911.000000,-429.000000,1492.000000,100.000000,44.300000,12.600000,0.200000,22.500000,11.000000,1.200000,17.800000,51.200000,0.800000,1.800000,2.600000,0.400000,89.000000,79.900000,11.000000,20.100000,177,25,14,6,17,18,11,16,67,15,4,16,4,81,132,47.100000,33.100000,59.600000,40.800000,47.100000,33.100000,59.500000,40.800000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120221,2012-02-21,099741,CME,00,099,287525.000000,126788.000000,35447.000000,449.000000,64178.000000,30459.000000,3431.000000,49974.000000,143547.000000,2275.000000,5637.000000,9749.000000,1019.000000,253751.000000,226376.000000,33774.000000,61149.000000,-3535.000000,-2126.000000,-1122.000000,-58.000000,-1262.000000,-1508.000000,-96.000000,-1899.000000,-5501.000000,-186.000000,344.000000,2305.000000,-72.000000,-5355.000000,-6238.000000,1820.000000,2703.000000,100.000000,44.100000,12.300000,0.200000,22.300000,10.600000,1.200000,17.400000,49.900000,0.800000,2.000000,3.400000,0.400000,88.300000,78.700000,11.700000,21.300000,176,26,13,7,15,16,10,18,65,13,4,18,,79,130,45.900000,32.300000,57.600000,39.400000,45.800000,32.300000,57.600000,39.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120228,2012-02-28,099741,CME,00,099,271282.000000,103596.000000,39843.000000,600.000000,64664.000000,31595.000000,3597.000000,51754.000000,120966.000000,4555.000000,5941.000000,11769.000000,1021.000000,235728.000000,213946.000000,35554.000000,57336.000000,-16243.000000,-23192.000000,4396.000000,151.000000,486.000000,1136.000000,166.000000,1780.000000,-22581.000000,2280.000000,304.000000,2020.000000,2.000000,-18023.000000,-12430.000000,1780.000000,-3813.000000,100.000000,38.200000,14.700000,0.200000,23.800000,11.600000,1.300000,19.100000,44.600000,1.700000,2.200000,4.300000,0.400000,86.900000,78.900000,13.100000,21.100000,179,22,16,5,18,16,11,27,53,16,6,20,,89,125,45.100000,29.000000,55.300000,37.500000,45.000000,29.000000,55.200000,37.500000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120306,2012-03-06,099741,CME,00,099,284739.000000,118595.000000,45962.000000,4714.000000,55484.000000,28864.000000,3660.000000,57022.000000,122654.000000,5182.000000,5956.000000,13762.000000,1014.000000,251627.000000,225812.000000,33112.000000,58927.000000,13457.000000,14999.000000,6119.000000,4114.000000,-9180.000000,-2731.000000,63.000000,5268.000000,1688.000000,627.000000,15.000000,1993.000000,-7.000000,15899.000000,11866.000000,-2442.000000,1591.000000,100.000000,41.700000,16.100000,1.700000,19.500000,10.100000,1.300000,20.000000,43.100000,1.800000,2.100000,4.800000,0.400000,88.400000,79.300000,11.600000,20.700000,179,24,15,9,18,15,12,26,57,17,5,18,,88,132,41.900000,30.000000,53.800000,38.500000,41.800000,30.000000,52.700000,38.500000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120313,2012-03-13,099741,CME,00,099,311057.000000,127444.000000,41715.000000,6945.000000,45762.000000,28500.000000,4217.000000,61643.000000,129820.000000,13841.000000,6856.000000,12242.000000,669.000000,267377.000000,237949.000000,43680.000000,73108.000000,26318.000000,8849.000000,-4247.000000,2231.000000,-9722.000000,-364.000000,557.000000,4621.000000,7166.000000,8659.000000,900.000000,-1520.000000,-345.000000,15750.000000,12137.000000,10568.000000,14181.000000,100.000000,41.000000,13.400000,2.200000,14.700000,9.200000,1.400000,19.800000,41.700000,4.400000,2.200000,3.900000,0.200000,86.000000,76.500000,14.000000,23.500000,177,24,16,12,17,14,12,21,62,21,6,17,4,89,137,38.600000,26.700000,52.200000,34.500000,38.000000,26.700000,50.000000,33.800000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120320,2012-03-20,099741,CME,00,099,258535.000000,122019.000000,25721.000000,1278.000000,44841.000000,29617.000000,3799.000000,48605.000000,123944.000000,403.000000,6395.000000,12977.000000,667.000000,228007.000000,198406.000000,30528.000000,60129.000000,-52522.000000,-5425.000000,-15994.000000,-5667.000000,-921.000000,1117.000000,-418.000000,-13038.000000,-5876.000000,-13438.000000,-461.000000,735.000000,-2.000000,-39370.000000,-39543.000000,-13152.000000,-12979.000000,100.000000,47.200000,9.900000,0.500000,17.300000,11.500000,1.500000,18.800000,47.900000,0.200000,2.500000,5.000000,0.300000,88.200000,76.700000,11.800000,23.300000,163,24,6,4,17,16,11,20,58,5,6,16,,76,110,39.100000,32.600000,56.900000,40.900000,38.900000,32.600000,56.400000,40.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120327,2012-03-27,099741,CME,00,099,239446.000000,118658.000000,15783.000000,1254.000000,39616.000000,29818.000000,6209.000000,30924.000000,112405.000000,527.000000,5546.000000,13316.000000,683.000000,203417.000000,179995.000000,36029.000000,59451.000000,-19089.000000,-3361.000000,-9938.000000,-24.000000,-5225.000000,201.000000,2410.000000,-17681.000000,-11539.000000,124.000000,-849.000000,339.000000,16.000000,-24590.000000,-18411.000000,5501.000000,-678.000000,100.000000,49.600000,6.600000,0.500000,16.500000,12.500000,2.600000,12.900000,46.900000,0.200000,2.300000,5.600000,0.300000,85.000000,75.200000,15.000000,24.800000,165,25,7,7,16,16,10,19,61,8,4,17,,77,116,38.500000,30.200000,53.900000,37.800000,38.000000,30.200000,52.400000,37.800000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120403,2012-04-03,099741,CME,00,099,241006.000000,115302.000000,19458.000000,985.000000,33275.000000,29015.000000,12393.000000,38274.000000,105605.000000,868.000000,6244.000000,13994.000000,374.000000,207715.000000,182692.000000,33291.000000,58314.000000,1560.000000,-3356.000000,3675.000000,-269.000000,-6341.000000,-803.000000,6184.000000,7350.000000,-6800.000000,341.000000,698.000000,678.000000,-309.000000,4298.000000,2697.000000,-2738.000000,-1137.000000,100.000000,47.800000,8.100000,0.400000,13.800000,12.000000,5.100000,15.900000,43.800000,0.400000,2.600000,5.800000,0.200000,86.200000,75.800000,13.800000,24.200000,163,24,6,6,17,15,10,24,55,11,6,16,,83,109,37.200000,29.600000,52.600000,38.100000,36.700000,28.900000,48.800000,36.000000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120410,2012-04-10,099741,CME,00,099,274830.000000,142997.000000,14675.000000,1488.000000,27614.000000,32196.000000,16855.000000,47765.000000,129486.000000,473.000000,7165.000000,12499.000000,692.000000,245049.000000,208364.000000,29781.000000,66466.000000,33824.000000,27695.000000,-4783.000000,503.000000,-5661.000000,3181.000000,4462.000000,9491.000000,23881.000000,-395.000000,921.000000,-1495.000000,318.000000,37334.000000,25672.000000,-3510.000000,8152.000000,100.000000,52.000000,5.300000,0.500000,10.000000,11.700000,6.100000,17.400000,47.100000,0.200000,2.600000,4.500000,0.300000,89.200000,75.800000,10.800000,24.200000,165,26,6,4,15,16,9,19,61,7,7,15,,77,111,36.900000,32.200000,56.400000,39.600000,36.800000,29.900000,53.300000,36.300000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120417,2012-04-17,099741,CME,00,099,295844.000000,169621.000000,15549.000000,1583.000000,27239.000000,46319.000000,7016.000000,54321.000000,143809.000000,799.000000,6653.000000,14459.000000,795.000000,268027.000000,230329.000000,27817.000000,65515.000000,21014.000000,26624.000000,874.000000,95.000000,-375.000000,14123.000000,-9839.000000,6556.000000,14323.000000,326.000000,-512.000000,1960.000000,103.000000,22978.000000,21965.000000,-1964.000000,-951.000000,100.000000,57.300000,5.300000,0.500000,9.200000,15.700000,2.400000,18.400000,48.600000,0.300000,2.200000,4.900000,0.300000,90.600000,77.900000,9.400000,22.100000,178,27,7,5,14,19,9,25,65,12,6,15,4,88,120,39.400000,33.700000,56.800000,40.900000,39.300000,32.600000,56.600000,39.800000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120424,2012-04-24,099741,CME,00,099,287215.000000,163420.000000,13891.000000,1860.000000,26707.000000,46194.000000,7166.000000,50397.000000,134506.000000,747.000000,6049.000000,16071.000000,721.000000,257067.000000,221156.000000,30148.000000,66059.000000,-8629.000000,-6201.000000,-1658.000000,277.000000,-532.000000,-125.000000,150.000000,-3924.000000,-9303.000000,-52.000000,-604.000000,1612.000000,-74.000000,-10960.000000,-9173.000000,2331.000000,544.000000,100.000000,56.900000,4.800000,0.600000,9.300000,16.100000,2.500000,17.500000,46.800000,0.300000,2.100000,5.600000,0.300000,89.500000,77.000000,10.500000,23.000000,177,26,9,6,14,18,11,25,63,9,5,17,,83,123,40.900000,33.300000,57.600000,39.600000,40.900000,32.200000,57.500000,38.500000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120501,2012-05-01,099741,CME,00,099,279605.000000,153942.000000,13442.000000,2233.000000,27734.000000,45440.000000,7018.000000,49337.000000,129999.000000,1618.000000,6398.000000,12524.000000,447.000000,248727.000000,212721.000000,30878.000000,66884.000000,-7610.000000,-9478.000000,-449.000000,373.000000,1027.000000,-754.000000,-148.000000,-1060.000000,-4507.000000,871.000000,349.000000,-3547.000000,-274.000000,-8340.000000,-8435.000000,730.000000,825.000000,100.000000,55.100000,4.800000,0.800000,9.900000,16.300000,2.500000,17.600000,46.500000,0.600000,2.300000,4.500000,0.200000,89.000000,76.100000,11.000000,23.900000,171,25,11,5,15,18,11,21,61,15,6,14,,84,121,39.200000,33.800000,56.600000,40.300000,39.100000,32.700000,56.500000,39.200000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120508,2012-05-08,099741,CME,00,099,321037.000000,137440.000000,15040.000000,176.000000,27255.000000,46974.000000,7277.000000,60165.000000,166483.000000,1012.000000,56150.000000,13611.000000,593.000000,290068.000000,251166.000000,30969.000000,69871.000000,41432.000000,-16502.000000,1598.000000,-2057.000000,-479.000000,1534.000000,259.000000,10828.000000,36484.000000,-606.000000,49752.000000,1087.000000,146.000000,41341.000000,38445.000000,91.000000,2987.000000,100.000000,42.800000,4.700000,0.100000,8.500000,14.600000,2.300000,18.700000,51.900000,0.300000,17.500000,4.200000,0.200000,90.400000,78.200000,9.600000,21.800000,178,23,11,4,15,17,11,18,68,11,8,18,4,81,127,43.200000,36.700000,59.800000,43.700000,43.100000,35.700000,59.700000,42.700000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120515,2012-05-15,099741,CME,00,099,356674.000000,159029.000000,14594.000000,145.000000,28384.000000,46204.000000,7558.000000,72382.000000,194983.000000,2125.000000,55805.000000,13855.000000,1278.000000,326706.000000,280742.000000,29968.000000,75932.000000,35637.000000,21589.000000,-446.000000,-31.000000,1129.000000,-770.000000,281.000000,12217.000000,28500.000000,1113.000000,-345.000000,244.000000,685.000000,36638.000000,29576.000000,-1001.000000,6061.000000,100.000000,44.600000,4.100000,0.000000,8.000000,13.000000,2.100000,20.300000,54.700000,0.600000,15.600000,3.900000,0.400000,91.600000,78.700000,8.400000,21.300000,190,24,10,,15,20,12,22,74,17,9,16,,88,136,43.700000,36.200000,59.900000,42.200000,43.500000,35.300000,59.600000,41.300000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120522,2012-05-22,099741,CME,00,099,376708.000000,178530.000000,17772.000000,1051.000000,27194.000000,41543.000000,9692.000000,68915.000000,216214.000000,2531.000000,56122.000000,11896.000000,1588.000000,345623.000000,302287.000000,31085.000000,74421.000000,20034.000000,19501.000000,3178.000000,906.000000,-1190.000000,-4661.000000,2134.000000,-3467.000000,21231.000000,406.000000,317.000000,-1959.000000,310.000000,18917.000000,21545.000000,1117.000000,-1511.000000,100.000000,47.400000,4.700000,0.300000,7.200000,11.000000,2.600000,18.300000,57.400000,0.700000,14.900000,3.200000,0.400000,91.700000,80.200000,8.300000,19.800000,186,24,12,4,15,21,13,21,68,15,10,15,5,88,135,46.600000,39.600000,62.000000,46.200000,46.400000,38.500000,61.600000,44.800000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
